image1L,image1R,image2L,image2R,imageCuedProbe,scramble1L,scramble1R,scramble2L,scramble2R,cuedType,uncuedType,cue,probeCorrect,buttonCorrect,arrow,run,imageUncuedProbe,uncuedProbeCorrect,uncuedButtonCorrect,probeNonCued
images/id126_v1_so.jpg,images/id134_v1_so.jpg,images/id049_v1_ff.jpg,images/id042_v1_ff.jpg,images/id063_v1_ff.jpg,scrambles/id110_v1_so.jpg,scrambles/id123_v1_so.jpg,scrambles/id049_v1_ff.jpg,scrambles/id063_v1_ff.jpg,FF,SO,2,0,right,<,2,none,,,0
images/id112_v1_so.jpg,images/id121_v1_so.jpg,images/id050_v1_ff.jpg,images/id058_v1_ff.jpg,images/id112_v1_so.jpg,scrambles/id107_v1_so.jpg,scrambles/id106_v1_so.jpg,scrambles/id042_v1_ff.jpg,scrambles/id040_v1_ff.jpg,SO,FF,1,1,right,>,2,none,,,0
images/id076_v1_si.jpg,images/id094_v1_si.jpg,images/id101_v1_si.jpg,images/id102_v1_si.jpg,images/id101_v1_si.jpg,scrambles/id075_v1_si.jpg,scrambles/id072_v1_si.jpg,scrambles/id097_v1_si.jpg,scrambles/id098_v1_si.jpg,SI,SI,2,1,left,<,2,none,,,0
images/id138_v1_so.jpg,images/id123_v1_so.jpg,images/id106_v1_so.jpg,images/id131_v1_so.jpg,images/id119_v1_so.jpg,scrambles/id108_v1_so.jpg,scrambles/id134_v1_so.jpg,scrambles/id130_v1_so.jpg,scrambles/id109_v1_so.jpg,SO,SO,2,0,right,<,2,none,,,0
images/id043_v1_ff.jpg,images/id061_v1_ff.jpg,images/id051_v1_ff.jpg,images/id045_v1_ff.jpg,images/id057_v1_ff.jpg,scrambles/id066_v1_ff.jpg,scrambles/id062_v1_ff.jpg,scrambles/id049_v1_ff.jpg,scrambles/id042_v1_ff.jpg,FF,FF,2,0,right,<,2,none,,,0
images/id031_v1_fm.jpg,images/id028_v1_fm.jpg,images/id068_v1_ff.jpg,images/id055_v1_ff.jpg,images/id055_v1_ff.jpg,scrambles/id015_v1_fm.jpg,scrambles/id011_v1_fm.jpg,scrambles/id050_v1_ff.jpg,scrambles/id067_v1_ff.jpg,FF,FM,2,1,left,<,2,images/id031_v1_fm.jpg,1,left,1
images/id032_v1_fm.jpg,images/id022_v1_fm.jpg,images/id030_v1_fm.jpg,images/id014_v1_fm.jpg,images/id029_v1_fm.jpg,scrambles/id023_v1_fm.jpg,scrambles/id004_v1_fm.jpg,scrambles/id029_v1_fm.jpg,scrambles/id006_v1_fm.jpg,FM,FM,1,0,left,>,2,none,,,0
images/id007_v1_fm.jpg,images/id016_v1_fm.jpg,images/id083_v1_si.jpg,images/id104_v1_si.jpg,images/id015_v1_fm.jpg,scrambles/id001_v1_fm.jpg,scrambles/id031_v1_fm.jpg,scrambles/id101_v1_si.jpg,scrambles/id085_v1_si.jpg,FM,SI,1,0,left,>,2,none,,,0
images/id084_v1_si.jpg,images/id092_v1_si.jpg,images/id064_v1_ff.jpg,images/id059_v1_ff.jpg,images/id059_v1_ff.jpg,scrambles/id088_v1_si.jpg,scrambles/id094_v1_si.jpg,scrambles/id048_v1_ff.jpg,scrambles/id069_v1_ff.jpg,FF,SI,2,1,left,<,2,none,,,0
images/id097_v1_si.jpg,images/id098_v1_si.jpg,images/id125_v1_so.jpg,images/id133_v1_so.jpg,images/id108_v1_so.jpg,scrambles/id099_v1_si.jpg,scrambles/id071_v1_si.jpg,scrambles/id127_v1_so.jpg,scrambles/id128_v1_so.jpg,SO,SI,2,0,right,<,2,images/id097_v1_si.jpg,1,left,1
images/id027_v1_fm.jpg,images/id027_v1_fm.jpg,images/id115_v1_so.jpg,images/id127_v1_so.jpg,images/id027_v1_fm.jpg,scrambles/id002_v1_fm.jpg,scrambles/id014_v1_fm.jpg,scrambles/id126_v1_so.jpg,scrambles/id134_v1_so.jpg,FM,SO,1,1,right,>,2,images/id109_v1_so.jpg,0,left,1
images/id042_v1_ff.jpg,images/id039_v1_ff.jpg,images/id137_v1_so.jpg,images/id114_v1_so.jpg,images/id129_v1_so.jpg,scrambles/id040_v1_ff.jpg,scrambles/id068_v1_ff.jpg,scrambles/id132_v1_so.jpg,scrambles/id114_v1_so.jpg,SO,FF,2,0,right,<,3,none,,,0
images/id044_v1_ff.jpg,images/id066_v1_ff.jpg,images/id005_v1_fm.jpg,images/id007_v1_fm.jpg,images/id040_v1_ff.jpg,scrambles/id044_v1_ff.jpg,scrambles/id061_v1_ff.jpg,scrambles/id033_v1_fm.jpg,scrambles/id022_v1_fm.jpg,FF,FM,1,0,left,>,3,none,,,0
images/id069_v1_ff.jpg,images/id049_v1_ff.jpg,images/id072_v1_si.jpg,images/id086_v1_si.jpg,images/id063_v1_ff.jpg,scrambles/id052_v1_ff.jpg,scrambles/id036_v1_ff.jpg,scrambles/id101_v1_si.jpg,scrambles/id105_v1_si.jpg,FF,SI,1,0,left,>,3,images/id072_v1_si.jpg,1,right,1
images/id021_v1_fm.jpg,images/id033_v1_fm.jpg,images/id035_v1_fm.jpg,images/id034_v1_fm.jpg,images/id035_v1_fm.jpg,scrambles/id011_v1_fm.jpg,scrambles/id013_v1_fm.jpg,scrambles/id020_v1_fm.jpg,scrambles/id012_v1_fm.jpg,FM,FM,2,1,left,<,3,none,,,0
images/id052_v1_ff.jpg,images/id055_v1_ff.jpg,images/id004_v1_fm.jpg,images/id026_v1_fm.jpg,images/id026_v1_fm.jpg,scrambles/id066_v1_ff.jpg,scrambles/id046_v1_ff.jpg,scrambles/id007_v1_fm.jpg,scrambles/id004_v1_fm.jpg,FM,FF,2,1,left,<,3,images/id052_v1_ff.jpg,1,left,1
images/id124_v1_so.jpg,images/id139_v1_so.jpg,images/id027_v1_fm.jpg,images/id006_v1_fm.jpg,images/id012_v1_fm.jpg,scrambles/id132_v1_so.jpg,scrambles/id115_v1_so.jpg,scrambles/id009_v1_fm.jpg,scrambles/id034_v1_fm.jpg,FM,SO,2,0,right,<,3,none,,,0
images/id094_v1_si.jpg,images/id088_v1_si.jpg,images/id078_v1_si.jpg,images/id105_v1_si.jpg,images/id075_v1_si.jpg,scrambles/id071_v1_si.jpg,scrambles/id087_v1_si.jpg,scrambles/id084_v1_si.jpg,scrambles/id099_v1_si.jpg,SI,SI,1,0,left,>,3,none,,,0
images/id018_v1_fm.jpg,images/id011_v1_fm.jpg,images/id119_v1_so.jpg,images/id132_v1_so.jpg,images/id132_v1_so.jpg,scrambles/id017_v1_fm.jpg,scrambles/id027_v1_fm.jpg,scrambles/id133_v1_so.jpg,scrambles/id108_v1_so.jpg,SO,FM,2,1,left,<,3,none,,,0
images/id107_v1_so.jpg,images/id133_v1_so.jpg,images/id127_v1_so.jpg,images/id120_v1_so.jpg,images/id133_v1_so.jpg,scrambles/id135_v1_so.jpg,scrambles/id130_v1_so.jpg,scrambles/id108_v1_so.jpg,scrambles/id127_v1_so.jpg,SO,SO,1,1,right,>,3,none,,,0
images/id090_v1_si.jpg,images/id082_v1_si.jpg,images/id014_v1_fm.jpg,images/id019_v1_fm.jpg,images/id019_v1_fm.jpg,scrambles/id085_v1_si.jpg,scrambles/id080_v1_si.jpg,scrambles/id034_v1_fm.jpg,scrambles/id031_v1_fm.jpg,FM,SI,2,1,left,<,3,none,,,0
images/id025_v1_fm.jpg,images/id030_v1_fm.jpg,images/id073_v1_si.jpg,images/id096_v1_si.jpg,images/id095_v1_si.jpg,scrambles/id006_v1_fm.jpg,scrambles/id014_v1_fm.jpg,scrambles/id083_v1_si.jpg,scrambles/id094_v1_si.jpg,SI,FM,2,0,right,<,3,images/id025_v1_fm.jpg,1,left,1
images/id116_v1_so.jpg,images/id108_v1_so.jpg,images/id101_v1_si.jpg,images/id072_v1_si.jpg,images/id071_v1_si.jpg,scrambles/id125_v1_so.jpg,scrambles/id116_v1_so.jpg,scrambles/id105_v1_si.jpg,scrambles/id097_v1_si.jpg,SI,SO,2,0,right,<,3,none,,,0
images/id040_v1_ff.jpg,images/id058_v1_ff.jpg,images/id132_v1_so.jpg,images/id130_v1_so.jpg,images/id040_v1_ff.jpg,scrambles/id055_v1_ff.jpg,scrambles/id070_v1_ff.jpg,scrambles/id109_v1_so.jpg,scrambles/id129_v1_so.jpg,FF,SO,1,1,right,>,3,images/id122_v1_so.jpg,0,left,1
images/id073_v1_si.jpg,images/id095_v1_si.jpg,images/id050_v1_ff.jpg,images/id053_v1_ff.jpg,images/id080_v1_si.jpg,scrambles/id096_v1_si.jpg,scrambles/id081_v1_si.jpg,scrambles/id049_v1_ff.jpg,scrambles/id053_v1_ff.jpg,SI,FF,1,0,left,>,3,none,,,0
images/id069_v1_ff.jpg,images/id070_v1_ff.jpg,images/id064_v1_ff.jpg,images/id045_v1_ff.jpg,images/id070_v1_ff.jpg,scrambles/id039_v1_ff.jpg,scrambles/id057_v1_ff.jpg,scrambles/id069_v1_ff.jpg,scrambles/id054_v1_ff.jpg,FF,FF,1,1,right,>,3,none,,,0
images/id134_v1_so.jpg,images/id136_v1_so.jpg,images/id096_v1_si.jpg,images/id091_v1_si.jpg,images/id134_v1_so.jpg,scrambles/id135_v1_so.jpg,scrambles/id119_v1_so.jpg,scrambles/id105_v1_si.jpg,scrambles/id086_v1_si.jpg,SO,SI,1,1,right,>,3,none,,,0
images/id031_v1_fm.jpg,images/id018_v1_fm.jpg,images/id048_v1_ff.jpg,images/id068_v1_ff.jpg,images/id018_v1_fm.jpg,scrambles/id027_v1_fm.jpg,scrambles/id016_v1_fm.jpg,scrambles/id066_v1_ff.jpg,scrambles/id054_v1_ff.jpg,FM,FF,1,1,right,>,4,none,,,0
images/id047_v1_ff.jpg,images/id037_v1_ff.jpg,images/id036_v1_ff.jpg,images/id051_v1_ff.jpg,images/id036_v1_ff.jpg,scrambles/id043_v1_ff.jpg,scrambles/id036_v1_ff.jpg,scrambles/id069_v1_ff.jpg,scrambles/id051_v1_ff.jpg,FF,FF,2,1,left,<,4,none,,,0
images/id007_v1_fm.jpg,images/id034_v1_fm.jpg,images/id131_v1_so.jpg,images/id135_v1_so.jpg,images/id011_v1_fm.jpg,scrambles/id011_v1_fm.jpg,scrambles/id031_v1_fm.jpg,scrambles/id131_v1_so.jpg,scrambles/id124_v1_so.jpg,FM,SO,1,0,left,>,4,none,,,0
images/id017_v1_fm.jpg,images/id031_v1_fm.jpg,images/id092_v1_si.jpg,images/id087_v1_si.jpg,images/id017_v1_fm.jpg,scrambles/id032_v1_fm.jpg,scrambles/id033_v1_fm.jpg,scrambles/id077_v1_si.jpg,scrambles/id088_v1_si.jpg,FM,SI,1,1,right,>,4,images/id092_v1_si.jpg,1,right,1
images/id009_v1_fm.jpg,images/id001_v1_fm.jpg,images/id064_v1_ff.jpg,images/id038_v1_ff.jpg,images/id068_v1_ff.jpg,scrambles/id008_v1_fm.jpg,scrambles/id025_v1_fm.jpg,scrambles/id058_v1_ff.jpg,scrambles/id062_v1_ff.jpg,FF,FM,2,0,right,<,4,images/id009_v1_fm.jpg,1,left,1
images/id081_v1_si.jpg,images/id093_v1_si.jpg,images/id002_v1_fm.jpg,images/id029_v1_fm.jpg,images/id099_v1_si.jpg,scrambles/id089_v1_si.jpg,scrambles/id076_v1_si.jpg,scrambles/id030_v1_fm.jpg,scrambles/id005_v1_fm.jpg,SI,FM,1,0,left,>,4,none,,,0
images/id121_v1_so.jpg,images/id118_v1_so.jpg,images/id054_v1_ff.jpg,images/id061_v1_ff.jpg,images/id054_v1_ff.jpg,scrambles/id139_v1_so.jpg,scrambles/id121_v1_so.jpg,scrambles/id051_v1_ff.jpg,scrambles/id042_v1_ff.jpg,FF,SO,2,1,left,<,4,images/id129_v1_so.jpg,0,right,1
images/id123_v1_so.jpg,images/id132_v1_so.jpg,images/id049_v1_ff.jpg,images/id058_v1_ff.jpg,images/id117_v1_so.jpg,scrambles/id110_v1_so.jpg,scrambles/id127_v1_so.jpg,scrambles/id060_v1_ff.jpg,scrambles/id064_v1_ff.jpg,SO,FF,1,0,left,>,4,images/id049_v1_ff.jpg,1,right,1
images/id001_v1_fm.jpg,images/id013_v1_fm.jpg,images/id009_v1_fm.jpg,images/id017_v1_fm.jpg,images/id001_v1_fm.jpg,scrambles/id024_v1_fm.jpg,scrambles/id018_v1_fm.jpg,scrambles/id003_v1_fm.jpg,scrambles/id004_v1_fm.jpg,FM,FM,1,1,right,>,4,none,,,0
images/id055_v1_ff.jpg,images/id066_v1_ff.jpg,images/id090_v1_si.jpg,images/id099_v1_si.jpg,images/id082_v1_si.jpg,scrambles/id041_v1_ff.jpg,scrambles/id048_v1_ff.jpg,scrambles/id074_v1_si.jpg,scrambles/id086_v1_si.jpg,SI,FF,2,0,right,<,4,none,,,0
images/id116_v1_so.jpg,images/id118_v1_so.jpg,images/id127_v1_so.jpg,images/id136_v1_so.jpg,images/id127_v1_so.jpg,scrambles/id140_v1_so.jpg,scrambles/id136_v1_so.jpg,scrambles/id126_v1_so.jpg,scrambles/id132_v1_so.jpg,SO,SO,2,1,left,<,4,none,,,0
images/id130_v1_so.jpg,images/id112_v1_so.jpg,images/id003_v1_fm.jpg,images/id016_v1_fm.jpg,images/id112_v1_so.jpg,scrambles/id134_v1_so.jpg,scrambles/id120_v1_so.jpg,scrambles/id007_v1_fm.jpg,scrambles/id009_v1_fm.jpg,SO,FM,1,1,right,>,4,none,,,0
images/id101_v1_si.jpg,images/id078_v1_si.jpg,images/id044_v1_ff.jpg,images/id065_v1_ff.jpg,images/id039_v1_ff.jpg,scrambles/id095_v1_si.jpg,scrambles/id077_v1_si.jpg,scrambles/id055_v1_ff.jpg,scrambles/id052_v1_ff.jpg,FF,SI,2,0,right,<,4,none,,,0
images/id085_v1_si.jpg,images/id089_v1_si.jpg,images/id109_v1_so.jpg,images/id110_v1_so.jpg,images/id110_v1_so.jpg,scrambles/id097_v1_si.jpg,scrambles/id095_v1_si.jpg,scrambles/id136_v1_so.jpg,scrambles/id138_v1_so.jpg,SO,SI,2,1,left,<,4,none,,,0
images/id084_v1_si.jpg,images/id087_v1_si.jpg,images/id097_v1_si.jpg,images/id072_v1_si.jpg,images/id095_v1_si.jpg,scrambles/id084_v1_si.jpg,scrambles/id087_v1_si.jpg,scrambles/id098_v1_si.jpg,scrambles/id094_v1_si.jpg,SI,SI,2,0,right,<,4,none,,,0
images/id083_v1_si.jpg,images/id085_v1_si.jpg,images/id138_v1_so.jpg,images/id119_v1_so.jpg,images/id089_v1_si.jpg,scrambles/id096_v1_si.jpg,scrambles/id099_v1_si.jpg,scrambles/id130_v1_so.jpg,scrambles/id120_v1_so.jpg,SI,SO,1,0,left,>,4,none,,,0
